path_id,source,target,source_year,target_year,source_country,target_country,spc_weight,splc_weight,edge_position
1,US20090062629A1,US20090063256A1,2008.0,2008.0,US,US,918616.47201998,0.01580884,0
1,US20090063256A1,US20110046502A1,2008.0,2009.0,US,US,798712.9721118,0.01572286,1
1,US20110046502A1,US20090024448A1,2009.0,,US,US,1616858.96661898,0.01566378,2
1,US20090024448A1,US20110046504A1,,2010.0,US,US,383746.34394712,0.01459169,3
1,US20110046504A1,US20090030930A1,2010.0,2008.0,US,US,804478.21034149,0.01583441,4
1,US20090030930A1,US20090036756A1,2008.0,2008.0,US,US,661379.84082205,0.01400871,5
1,US20090036756A1,US20090036755A1,2008.0,2008.0,US,US,813385.60314261,0.01600973,6
1,US20090036755A1,US20110237971A1,2008.0,,US,US,605528.44927524,0.0120073,7
1,US20110237971A1,US20110046503A1,,2009.0,US,US,267845.52173338,0.00432652,8
1,US20110046503A1,US20090024475A1,2009.0,,US,US,275148.42530358,0.01582888,9
1,US20090024475A1,US8392251B2,,2010.0,US,US,2764698.97683869,0.01459222,10
1,US8392251B2,US20090030303A1,2010.0,2008.0,US,US,484873.89454027,0.00809405,11
1,US20090030303A1,US20090082643A1,2008.0,2008.0,US,US,478089.31009109,0.00800487,12
1,US20090082643A1,US20090030717A1,2008.0,,US,US,798812.55741146,0.01584012,13
2,US20090036756A1,US20090024448A1,2008.0,,US,US,1652568.69537472,0.01600973,0
2,US20090024448A1,US20090030717A1,,,US,US,0.0,0.0,1
2,US20090030717A1,US20090062681A1,,2008.0,US,US,728530.97550825,0.01459222,2
2,US20090062681A1,US20090063256A1,2008.0,2008.0,US,US,920464.77732036,0.01584065,3
2,US20090063256A1,US20090062629A1,2008.0,2008.0,US,US,798679.71826022,0.01572286,4
2,US20090062629A1,US20110046504A1,2008.0,2010.0,US,US,415756.14159868,0.01580884,5
2,US20110046504A1,US20110046502A1,2010.0,2009.0,US,US,804379.68863018,0.01583441,6
2,US20110046502A1,US20090082643A1,2009.0,2008.0,US,US,935516.82994618,0.01566378,7
2,US20090082643A1,US20090024475A1,2008.0,,US,US,275343.86302175,0.01584012,8
2,US20090024475A1,US8386312B2,,2008.0,US,US,2646428.45362443,0.01459222,9
2,US8386312B2,US20090030303A1,2008.0,2008.0,US,US,495386.26449458,0.00826953,10
2,US20090030303A1,US8386313B2,2008.0,2008.0,US,US,1451687.08823925,0.00800487,11
3,US20090062629A1,US20110046502A1,2008.0,2009.0,US,US,803080.88233722,0.01580884,0
3,US20110046502A1,US20090024448A1,2009.0,,US,US,1616858.96661898,0.01566378,1
3,US20090024448A1,US20090062681A1,,2008.0,US,US,728504.90760524,0.01459169,2
3,US20090062681A1,US20090030717A1,2008.0,,US,US,798839.34149414,0.01584065,3
3,US20090030717A1,US20110046504A1,,2010.0,US,US,383760.07544347,0.01459222,4
3,US20110046504A1,US20090083129A1,2010.0,,US,US,797865.39570891,0.01583441,5
3,US20090083129A1,US20090036756A1,,2008.0,US,US,680928.03673099,0.01442276,6
3,US20090036756A1,US8392255B2,2008.0,2008.0,US,US,2889423.92994043,0.01600973,7
3,US8392255B2,US8270814B2,2008.0,,US,US,9521.44305044,8.918e-05,8
3,US8270814B2,US20090082643A1,,2008.0,US,US,19357.34799235,0.00032411,9
3,US20090082643A1,US20090030930A1,2008.0,2008.0,US,US,804768.30063788,0.01584012,10
3,US20090030930A1,US20090036755A1,2008.0,2008.0,US,US,711722.28200982,0.01400871,11
3,US20090036755A1,US20110046503A1,2008.0,2009.0,US,US,743345.70528016,0.0120073,12
4,US20090082643A1,US20090036756A1,2008.0,2008.0,US,US,747844.55790093,0.01584012,0
4,US20090036756A1,US20090062681A1,2008.0,2008.0,US,US,799301.85829149,0.01600973,1
4,US20090062681A1,US20090024475A1,2008.0,,US,US,275353.09526619,0.01584065,2
4,US20090024475A1,US8655428B2,,2010.0,US,US,3059917.48328309,0.01459222,3
4,US8655428B2,US8484081B2,2010.0,2008.0,US,US,34784.73541908,0.00017504,4
4,US8484081B2,US8392250B2,2008.0,2010.0,US,US,1058.97548674,5.59e-06,5
4,US8392250B2,US20090024448A1,2010.0,,US,US,835489.95372206,0.00809405,6
4,US20090024448A1,US20110046503A1,,2009.0,US,US,903339.72345198,0.01459169,7
4,US20110046503A1,US8386312B2,2009.0,2008.0,US,US,2870708.23674868,0.01582888,8
4,US8386312B2,US8209224B2,2008.0,,US,US,882903.36797695,0.00826953,9
5,US20090062681A1,US20090083129A1,2008.0,,US,US,798179.86343292,0.01584065,0
5,US20090083129A1,US20110046503A1,,2009.0,US,US,892881.43614972,0.01442276,1
5,US20110046503A1,US20110046502A1,2009.0,2009.0,US,US,804098.59277854,0.01582888,2
5,US20110046502A1,US20110046504A1,2009.0,2010.0,US,US,411941.18083158,0.01566378,3
5,US20110046504A1,US20090024448A1,2010.0,,US,US,1634471.72295582,0.01583441,4
5,US20090024448A1,US20090036756A1,,2008.0,US,US,688903.72168979,0.01459169,5
5,US20090036756A1,US8386313B2,2008.0,2008.0,US,US,2903373.89747457,0.01600973,6
5,US8386313B2,US20090082643A1,2008.0,2008.0,US,US,493876.81258387,0.0082692,7
5,US20090082643A1,US20090036755A1,2008.0,2008.0,US,US,804768.4590391,0.01584012,8
6,US20090070798A1,US20090062681A1,2008.0,2008.0,US,US,789046.27478089,0.01580432,0
6,US20090062681A1,US20090024049A1,2008.0,2008.0,US,US,3868.66761203,0.01584065,1
6,US20090024049A1,US20070055169A1,2008.0,,US,US,385384.04108285,0.01600974,2
6,US20070055169A1,US20090036756A1,,2008.0,US,US,691042.09898287,0.01463699,3
6,US20090036756A1,US20090030287A1,2008.0,,US,US,807365.04752787,0.01600973,4
6,US20090030287A1,US20110046503A1,,2009.0,US,US,903372.04742406,0.01459222,5
6,US20110046503A1,US20090024447A1,2009.0,2008.0,US,US,277980.74985534,0.01582888,6
6,US20090024447A1,US20090063256A1,2008.0,2008.0,US,US,0.0,0.0,7
6,US20090063256A1,US8386312B2,2008.0,2008.0,US,US,2851481.06019737,0.01572286,8
6,US8386312B2,US20090082643A1,2008.0,2008.0,US,US,493896.39258212,0.00826953,9
6,US20090082643A1,US20090024448A1,2008.0,,US,US,1635061.1042224,0.01584012,10
7,US20090082643A1,US20090030287A1,2008.0,,US,US,798811.68620476,0.01584012,0
7,US20090030287A1,US20110046504A1,,2010.0,US,US,383760.07544347,0.01459222,1
7,US20110046504A1,US20090063256A1,2010.0,2008.0,US,US,920102.13166013,0.01583441,2
7,US20090063256A1,US20090024447A1,2008.0,2008.0,US,US,276118.91489527,0.01572286,3
7,US20090024447A1,US8392254B2,2008.0,2008.0,US,US,2874738.36310855,0.01600974,4
7,US8392254B2,US8209224B2,2008.0,,US,US,9521.49883397,8.918e-05,5
7,US8209224B2,US20090030303A1,,2008.0,US,US,23821.57032024,0.00039766,6
7,US20090030303A1,US20110046503A1,2008.0,2009.0,US,US,495563.70964115,0.00800487,7
7,US20110046503A1,US20090030930A1,2009.0,2008.0,US,US,804197.08006078,0.01582888,8
