path_id,source,target,source_year,target_year,source_country,target_country,spc_weight,splc_weight,edge_position
1,US20090024448A1,US20090036755A1,,2008.0,US,US,92456.87562502,0.00182734,0
1,US20090036755A1,US20090030287A1,2008.0,,US,US,94145.67473593,0.0020277,1
1,US20090030287A1,US20110046503A1,,2009.0,US,US,174893.82736151,0.00182735,2
1,US20110046503A1,US20110046502A1,2009.0,2009.0,US,US,102533.08101729,0.00202505,3
1,US20110046502A1,US20110046504A1,2009.0,2010.0,US,US,47956.8123136,0.00184332,4
1,US20110046504A1,US20090082643A1,2010.0,2008.0,US,US,161034.3390166,0.00202506,5
1,US20090082643A1,US20090036756A1,2008.0,2008.0,US,US,150304.79247521,0.00185173,6
1,US20090036756A1,US20110047121A1,2008.0,,US,US,61975.38621407,0.00202725,7
1,US20110047121A1,US8392251B2,,2010.0,US,US,177797.23713215,0.00182654,8
1,US8392251B2,US8386313B2,2010.0,2008.0,US,US,0.0,0.0,9
1,US8386313B2,US8386312B2,2008.0,2008.0,US,US,0.0,0.0,10
2,US20110046504A1,US20090030287A1,2010.0,,US,US,94022.94609953,0.00202506,0
2,US20090030287A1,US20090030717A1,,,US,US,0.0,0.0,1
2,US20090030717A1,US20090036756A1,,2008.0,US,US,148326.43902901,0.00182735,2
2,US20090036756A1,US20090070798A1,2008.0,2008.0,US,US,48591.11133874,0.00202725,3
2,US20090070798A1,US20090024447A1,2008.0,2008.0,US,US,62973.77238426,0.00196884,4
2,US20090024447A1,US8386313B2,2008.0,2008.0,US,US,154244.89567591,0.00202798,5
2,US8386313B2,US20090036755A1,2008.0,2008.0,US,US,69530.42901756,0.00137422,6
2,US20090036755A1,US20090030303A1,2008.0,2008.0,US,US,164418.9448245,0.0020277,7
2,US20090030303A1,US8392251B2,2008.0,2010.0,US,US,98701.76737868,0.00101398,8
2,US8392251B2,US20090082643A1,2010.0,2008.0,US,US,95263.44076131,0.00119797,9
3,US8392250B2,US20090036755A1,2010.0,2008.0,US,US,60612.84827318,0.00119797,0
3,US20090036755A1,US20090083129A1,2008.0,,US,US,94049.07695286,0.0020277,1
3,US20090083129A1,US20110046503A1,,2009.0,US,US,158026.46045845,0.00165112,2
3,US20110046503A1,US20090030287A1,2009.0,,US,US,94022.47661593,0.00202505,3
3,US20090030287A1,US20090036756A1,,2008.0,US,US,148326.43902016,0.00182735,4
3,US20090036756A1,US20090024448A1,2008.0,,US,US,94150.97668124,0.00202725,5
3,US20090024448A1,US20090328089A1,,2008.0,US,US,120658.65855842,0.00182734,6
3,US20090328089A1,US8655428B2,2008.0,2010.0,US,US,26983.78701673,0.00019377,7
3,US8655428B2,US20090030303A1,2010.0,2008.0,US,US,14296.04558332,0.00017631,8
3,US20090030303A1,US20090030930A1,2008.0,2008.0,US,US,51316.17198415,0.00101398,9
4,US20090082643A1,US20090036755A1,2008.0,2008.0,US,US,93690.54669763,0.00185173,0
4,US20090036755A1,US20110046502A1,2008.0,2009.0,US,US,102667.43062468,0.0020277,1
4,US20110046502A1,US20110046503A1,2009.0,2009.0,US,US,176421.97644718,0.00184332,2
4,US20110046503A1,US20090036756A1,2009.0,2008.0,US,US,164373.5011816,0.00202505,3
4,US20090036756A1,US8392250B2,2008.0,2010.0,US,US,197334.6408312,0.00202725,4
4,US8392250B2,US20090030303A1,2010.0,2008.0,US,US,97138.88472623,0.00119797,5
5,US20110046504A1,US20110046502A1,2010.0,2009.0,US,US,102533.592997,0.00202506,0
5,US20110046502A1,US20090036755A1,2009.0,2008.0,US,US,93265.21945714,0.00184332,1
5,US20090036755A1,US20090062681A1,2008.0,2008.0,US,US,90154.91634429,0.0020277,2
5,US20090062681A1,US20110046503A1,2008.0,2009.0,US,US,178177.91209983,0.00186167,3
5,US20110046503A1,US20090036756A1,2009.0,2008.0,US,US,164373.5011816,0.00202505,4
5,US20090036756A1,US8392251B2,2008.0,2010.0,US,US,197334.62866773,0.00202725,5
6,US20110046503A1,US20110046504A1,2009.0,2010.0,US,US,52684.80075871,0.00202505,0
6,US20110046504A1,US20090062681A1,2010.0,2008.0,US,US,90037.39007472,0.00202506,1
6,US20090062681A1,US20090036756A1,2008.0,2008.0,US,US,151111.65220936,0.00186167,2
6,US20090036756A1,US20090030717A1,2008.0,,US,US,94124.40961949,0.00202725,3
6,US20090030717A1,US20090036755A1,,2008.0,US,US,92457.36568667,0.00182735,4
6,US20090036755A1,US20090082643A1,2008.0,2008.0,US,US,161244.53796974,0.0020277,5
6,US20090082643A1,US8386313B2,2008.0,2008.0,US,US,140839.51616702,0.00185173,6
7,US20110046504A1,US20090036755A1,2010.0,2008.0,US,US,102460.60576593,0.00202506,0
7,US20090036755A1,US20090024475A1,2008.0,,US,US,65597.66080925,0.0020277,1
7,US20090024475A1,US8655428B2,,2010.0,US,US,254472.42027576,0.00182735,2
7,US8655428B2,US8494905B2,2010.0,2008.0,US,US,18814.36910058,0.00017631,3
7,US8494905B2,US8392250B2,2008.0,2010.0,US,US,2.28454086,2e-08,4
7,US8392250B2,US20110046503A1,2010.0,2009.0,US,US,114656.23040067,0.00119797,5
7,US20110046503A1,US8635105B2,2009.0,2008.0,US,US,191200.55687388,0.00202505,6
8,US20090062629A1,US20090036755A1,2008.0,2008.0,US,US,90306.73575909,0.00178485,0
8,US20090036755A1,US20090070798A1,2008.0,2008.0,US,US,48602.07989503,0.0020277,1
8,US20090070798A1,US20090062681A1,2008.0,2008.0,US,US,87537.87634876,0.00196884,2
8,US20090062681A1,US20110046502A1,2008.0,2009.0,US,US,94260.59046781,0.00186167,3
8,US20110046502A1,US20090036756A1,2009.0,2008.0,US,US,149622.45338264,0.00184332,4
8,US20090036756A1,US20090030287A1,2008.0,,US,US,94124.4278647,0.00202725,5
8,US20090030287A1,US20110046503A1,,2009.0,US,US,174893.82736151,0.00182735,6
9,US20110046504A1,US20090024448A1,2010.0,,US,US,94049.46629203,0.00202506,0
9,US20090024448A1,US20090030303A1,,2008.0,US,US,148172.50862406,0.00182734,1
9,US20090030303A1,US20110046503A1,2008.0,2009.0,US,US,97046.52893102,0.00101398,2
9,US20110046503A1,US20090030930A1,2009.0,2008.0,US,US,102485.39108031,0.00202505,3
9,US20090030930A1,US20090036756A1,2008.0,2008.0,US,US,123472.57582255,0.00152116,4
9,US20090036756A1,US8386313B2,2008.0,2008.0,US,US,154189.27439386,0.00202725,5
10,US20090062681A1,US20110046504A1,2008.0,2010.0,US,US,48434.12856537,0.00186167,0
10,US20110046504A1,US20090024447A1,2010.0,2008.0,US,US,64771.89469446,0.00202506,1
10,US20090024447A1,US20090070798A1,2008.0,2008.0,US,US,48608.63979472,0.00202798,2
10,US20090070798A1,US20090024475A1,2008.0,,US,US,63693.4751152,0.00196884,3
10,US20090024475A1,US8392250B2,,2010.0,US,US,177876.84992192,0.00182735,4
10,US8392250B2,US20110105937A1,2010.0,2009.0,US,US,91527.22997637,0.00119797,5
10,US20110105937A1,US8655428B2,2009.0,2010.0,US,US,24542.20242067,0.00017624,6
10,US8655428B2,US8484081B2,2010.0,2008.0,US,US,18799.31057688,0.00017631,7
10,US8484081B2,US20110046503A1,2008.0,2009.0,US,US,3.35620319,4e-08,8
10,US20110046503A1,US8386313B2,2009.0,2008.0,US,US,154022.26366744,0.00202505,9
11,US20110046504A1,US20110046503A1,2010.0,2009.0,US,US,193816.11582985,0.00202506,0
11,US20110046503A1,US20090024049A1,2009.0,2008.0,US,US,2864.39329388,0.00202505,1
11,US20090024049A1,US20090070798A1,2008.0,2008.0,US,US,48608.63986446,0.00202798,2
11,US20090070798A1,US20090036756A1,2008.0,2008.0,US,US,159811.1524314,0.00196884,3
11,US20090036756A1,US20090024475A1,2008.0,,US,US,65582.85667665,0.00202725,4
11,US20090024475A1,US8635105B2,,2008.0,US,US,172534.48656424,0.00182735,5
11,US8635105B2,US8392251B2,2008.0,2010.0,US,US,17161.89192798,0.00017631,6
12,US20090030287A1,US20110046504A1,,2010.0,US,US,47541.41531848,0.00182735,0
12,US20110046504A1,US20090070798A1,2010.0,2008.0,US,US,48538.72205083,0.00202506,1
12,US20090070798A1,US20090024448A1,2008.0,,US,US,0.0,0.0,2
12,US20090024448A1,US20090036756A1,,2008.0,US,US,148325.65283854,0.00182734,3
12,US20090036756A1,US20090030930A1,2008.0,2008.0,US,US,102596.51890822,0.00202725,4
12,US20090030930A1,US20110046503A1,2008.0,2009.0,US,US,145588.28151233,0.00152116,5
12,US20110046503A1,US8386313B2,2009.0,2008.0,US,US,154022.26366744,0.00202505,6
13,US20090036756A1,US20090082643A1,2008.0,2008.0,US,US,161208.14817335,0.00202725,0
13,US20090082643A1,US20110046503A1,2008.0,2009.0,US,US,177226.53223808,0.00185173,1
13,US20110046503A1,US8655437B2,2009.0,,US,US,178933.31994607,0.00202505,2
13,US8655437B2,US8484081B2,,2008.0,US,US,18799.16783298,0.00017631,3
13,US8484081B2,US8392251B2,2008.0,2010.0,US,US,3.41344704,4e-08,4
13,US8392251B2,US20090030303A1,2010.0,2008.0,US,US,97138.88363317,0.00119797,5
14,US20090063256A1,US20090036755A1,2008.0,2008.0,US,US,90913.86041591,0.00179685,0
14,US20090036755A1,US20090024449A1,2008.0,2008.0,US,US,2869.16848543,0.0020277,1
14,US20090024449A1,US20090070798A1,2008.0,2008.0,US,US,48608.36201435,0.00202797,2
14,US20090070798A1,US20090082643A1,2008.0,2008.0,US,US,156563.89023539,0.00196884,3
