path_id,source,target,source_year,target_year,source_country,target_country,spc_weight,splc_weight,edge_position
1,US20090030930A1,US20090036756A1,2008.0,2008.0,US,US,451625.26805234,0.00952653,0
1,US20090036756A1,US20110047121A1,2008.0,,US,US,189338.10179091,0.01088717,1
1,US20110047121A1,US8392250B2,,2010.0,US,US,1877530.7755468,0.00986889,2
1,US8392250B2,US20090082643A1,2010.0,2008.0,US,US,330097.54461226,0.00550423,3
1,US20090082643A1,US8386313B2,2008.0,2008.0,US,US,1961551.56679303,0.01077184,4
1,US8386313B2,US20110046503A1,2008.0,2009.0,US,US,349566.27412096,0.00562333,5
1,US20110046503A1,US20090036755A1,2009.0,2008.0,US,US,549142.46760061,0.0107642,6
1,US20090036755A1,US20090024448A1,2008.0,,US,US,846336.06375323,0.00816538,7
1,US20090024448A1,US20090063256A1,,2008.0,US,US,578981.15898686,0.00992292,8
1,US20090063256A1,US8386312B2,2008.0,2008.0,US,US,1947121.31181243,0.0106921,9
2,US20090030717A1,US20110046504A1,,2010.0,US,US,262049.8697981,0.00992328,0
2,US20110046504A1,US20110046502A1,2010.0,2009.0,US,US,549267.02520281,0.01076796,1
2,US20110046502A1,US20090082643A1,2009.0,2008.0,US,US,638813.94721901,0.01065193,2
2,US20090082643A1,US20090024475A1,2008.0,,US,US,188017.20332093,0.01077184,3
2,US20090024475A1,US8386312B2,,2008.0,US,US,1807111.70104623,0.00992328,4
2,US8386312B2,US20090063256A1,2008.0,2008.0,US,US,328135.02221967,0.00562377,5
2,US20090063256A1,US8386313B2,2008.0,2008.0,US,US,1947031.69062372,0.0106921,6
2,US8386313B2,US20090030303A1,2008.0,2008.0,US,US,338257.74730649,0.00562333,7
2,US20090030303A1,US20110046503A1,2008.0,2009.0,US,US,338392.5419396,0.00544358,8
2,US20110046503A1,US20090030930A1,2009.0,2008.0,US,US,549142.34919445,0.0107642,9
2,US20090030930A1,US20090024448A1,2008.0,,US,US,987418.33131358,0.00952653,10
2,US20090024448A1,US20090036755A1,,2008.0,US,US,506224.20686928,0.00992292,11
3,US20070055169A1,US20090082643A1,,2008.0,US,US,596940.95949412,0.00995372,0
3,US20090082643A1,US20110047121A1,2008.0,,US,US,187332.36227173,0.01077184,1
3,US20110047121A1,US8386312B2,,2008.0,US,US,1797208.45862229,0.00986889,2
3,US8386312B2,US20090036756A1,2008.0,2008.0,US,US,266606.78189546,0.00562377,3
3,US20090036756A1,US20090036755A1,2008.0,2008.0,US,US,555416.00009138,0.01088717,4
3,US20090036755A1,US20110046503A1,2008.0,2009.0,US,US,507588.90400358,0.00816538,5
3,US20110046503A1,US20110046502A1,2009.0,2009.0,US,US,549075.0514396,0.0107642,6
3,US20110046502A1,US20090062681A1,2009.0,2008.0,US,US,534006.06666577,0.01065193,7
3,US20090062681A1,US20090024049A1,2008.0,2008.0,US,US,2641.65488875,0.0107722,8
3,US20090024049A1,US20090070798A1,2008.0,2008.0,US,US,267222.38402084,0.01088717,9
3,US20090070798A1,US20090024447A1,2008.0,2008.0,US,US,189523.19555155,0.0107475,10
3,US20090024447A1,US8386313B2,2008.0,2008.0,US,US,1982554.24264245,0.01088717,11
3,US8386313B2,US20090030303A1,2008.0,2008.0,US,US,338257.74730649,0.00562333,12
3,US20090030303A1,US20090024448A1,2008.0,,US,US,564223.94124398,0.00544358,13
4,US20090030287A1,US20090036756A1,,2008.0,US,US,470433.87315661,0.00992328,0
4,US20090036756A1,US20090024475A1,2008.0,,US,US,190030.27533055,0.01088717,1
4,US20090024475A1,US8635105B2,,2008.0,US,US,1962280.38585953,0.00992328,2
4,US8635105B2,US8392251B2,2008.0,2010.0,US,US,22643.67597264,0.00011902,3
4,US8392251B2,US20110046503A1,2010.0,2009.0,US,US,342162.32101514,0.00550423,4
4,US20110046503A1,US20090030303A1,2009.0,2008.0,US,US,647493.79834927,0.0107642,5
4,US20090030303A1,US8386313B2,2008.0,2008.0,US,US,991276.88575398,0.00544358,6
4,US8386313B2,US8270814B2,2008.0,,US,US,602856.84294963,0.00562333,7
4,US8270814B2,US20090082643A1,,2008.0,US,US,13217.27838801,0.00022039,8
4,US20090082643A1,US8386312B2,2008.0,2008.0,US,US,1961641.85632658,0.01077184,9
5,US20090082643A1,US20090036756A1,2008.0,2008.0,US,US,510661.72406062,0.01077184,0
5,US20090036756A1,US20090062681A1,2008.0,2008.0,US,US,545798.89561915,0.01088717,1
5,US20090062681A1,US20090024475A1,2008.0,,US,US,188023.48076246,0.0107722,2
5,US20090024475A1,US8655428B2,,2010.0,US,US,2089461.39612651,0.00992328,3
5,US8655428B2,US8484081B2,2010.0,2008.0,US,US,23750.89019482,0.00011902,4
5,US8484081B2,US8392250B2,2008.0,2010.0,US,US,723.13366978,3.8e-06,5
5,US8392250B2,US20090024448A1,2010.0,,US,US,570509.54161748,0.00550423,6
5,US20090024448A1,US20110046503A1,,2009.0,US,US,616843.88555339,0.00992292,7
5,US20110046503A1,US8386312B2,2009.0,2008.0,US,US,1960250.49962289,0.0107642,8
5,US8386312B2,US8209224B2,2008.0,,US,US,602907.50293471,0.00562377,9
6,US20090062681A1,US20090062629A1,2008.0,2008.0,US,US,549460.29578152,0.0107722,0
6,US20090062629A1,US20110046503A1,2008.0,2009.0,US,US,668293.39309341,0.01075057,1
6,US20110046503A1,US20090082643A1,2009.0,2008.0,US,US,645546.44760859,0.0107642,2
6,US20090082643A1,US20090024447A1,2008.0,2008.0,US,US,189952.40683561,0.01077184,3
6,US20090024447A1,US8386312B2,2008.0,2008.0,US,US,1982645.49892183,0.01088717,4
6,US8386312B2,US8270814B2,2008.0,,US,US,602903.89247364,0.00562377,5
6,US8270814B2,US8655437B2,,,US,US,0.0,0.0,6
6,US8655437B2,US8484081B2,,2008.0,US,US,23744.11464639,0.00011899,7
6,US8484081B2,US8392251B2,2008.0,2010.0,US,US,723.13359756,3.8e-06,8
