path_id,source,target,source_year,target_year,source_country,target_country,spc_weight,splc_weight,edge_position
1,US20040102828A1,US20060015153A1,2003.0,2005.0,US,US,378.36801543,0.00656832,0
1,US20060015153A1,US20050070971A1,2005.0,2004.0,US,US,606.1162126,0.00997394,1
1,US20050070971A1,US20050021118A1,2004.0,2004.0,US,US,1157.80811564,0.00812491,2
1,US20050021118A1,US20050021105A1,2004.0,2004.0,US,US,2426.80982495,0.00930211,3
1,US20050021105A1,US7024247B2,2004.0,2003.0,US,US,690.57734641,0.00920279,4
1,US7024247B2,US20030130706A1,2003.0,2002.0,US,US,1270.37445136,0.00549107,5
1,US20030130706A1,US20030074032A1,2002.0,2002.0,US,US,328.23905812,0.00233192,6
1,US20030074032A1,US20030088274A1,2002.0,2002.0,US,US,1270.4543747,0.00867139,7
2,US20060015153A1,US20050021107A1,2005.0,,US,US,833.08314586,0.00997394,0
2,US20050021107A1,US20030088274A1,,2002.0,US,US,637.68307628,0.00435246,1
2,US20030088274A1,US20040102828A1,2002.0,2003.0,US,US,609.65535359,0.00491677,2
2,US20040102828A1,US20050075680A1,2003.0,2004.0,US,US,777.91229129,0.00656832,3
2,US20050075680A1,US20050021118A1,2004.0,2004.0,US,US,779.7959675,0.00547221,4
2,US20050021118A1,US20030074032A1,2004.0,2002.0,US,US,1309.35621474,0.00930211,5
2,US20030074032A1,US20050021105A1,2002.0,2004.0,US,US,2262.26222541,0.00867139,6
2,US20050021105A1,US20040111127A1,2004.0,,US,US,809.11848179,0.00920279,7
3,US20030097161A1,US20060015153A1,2002.0,2005.0,US,US,347.06825447,0.00602497,0
3,US20060015153A1,US20050004620A1,2005.0,,US,US,126.73883024,0.00997394,1
3,US20050004620A1,US20040102828A1,,2003.0,US,US,610.91962271,0.00492697,2
3,US20040102828A1,US20050021105A1,2003.0,2004.0,US,US,1713.59560472,0.00656832,3
3,US20050021105A1,US20030074032A1,2004.0,2002.0,US,US,1295.37548912,0.00920279,4
3,US20030074032A1,US20050021118A1,2002.0,2004.0,US,US,1235.6820911,0.00867139,5
3,US20050021118A1,US20040088024A1,2004.0,,US,US,1988.15935385,0.00930211,6
3,US20040088024A1,US20050075680A1,,2004.0,US,US,57.45231501,0.0004851,7
4,US20060015153A1,US20030074032A1,2005.0,2002.0,US,US,1403.92153973,0.00997394,0
4,US20030074032A1,US20050021105A1,2002.0,2004.0,US,US,2262.26222541,0.00867139,1
4,US20050021105A1,US7010351B2,2004.0,2001.0,US,US,5.18117066,0.00920279,2
4,US7010351B2,US20030187490A1,2001.0,2002.0,US,US,2612.83058898,0.01132601,3
4,US20030187490A1,US20040088024A1,2002.0,,US,US,312.2273826,0.00146084,4
5,US20030074032A1,US20060015153A1,2002.0,2005.0,US,US,499.5155603,0.00867139,0
5,US20060015153A1,US20050021118A1,2005.0,2004.0,US,US,1421.29613974,0.00997394,1
5,US20050021118A1,US20050070971A1,2004.0,2004.0,US,US,0.0,0.0,2
5,US20050070971A1,US20050021105A1,2004.0,2004.0,US,US,2119.69209811,0.00812491,3
5,US20050021105A1,US20040088024A1,2004.0,,US,US,1966.93066902,0.00920279,4
6,US20050070971A1,US20060015153A1,2004.0,2005.0,US,US,468.03556818,0.00812491,0
6,US20060015153A1,US20050021105A1,2005.0,2004.0,US,US,2602.08073841,0.00997394,1
6,US20050021105A1,US20050021118A1,2004.0,2004.0,US,US,1311.40674895,0.00920279,2
6,US20050021118A1,US20040102828A1,2004.0,2003.0,US,US,1153.41558157,0.00930211,3
6,US20040102828A1,US20030088274A1,2003.0,2002.0,US,US,0.0,0.0,4
7,US20050021105A1,US20040102828A1,2004.0,2003.0,US,US,1141.09992095,0.00920279,0
7,US20040102828A1,US20050021118A1,2003.0,2004.0,US,US,935.99202442,0.00656832,1
7,US20050021118A1,US20030074032A1,2004.0,2002.0,US,US,1309.35621474,0.00930211,2
7,US20030074032A1,US7024247B2,2002.0,2003.0,US,US,650.70128712,0.00867139,3
7,US7024247B2,US20030187490A1,2003.0,2002.0,US,US,1266.7503482,0.00549107,4
7,US20030187490A1,US20050075680A1,2002.0,2004.0,US,US,173.01264121,0.00146084,5
8,US20030097161A1,US20050075680A1,2002.0,2004.0,US,US,713.56100426,0.00602497,0
8,US20050075680A1,US20060015153A1,2004.0,2005.0,US,US,315.22688759,0.00547221,1
8,US20060015153A1,US6990377B2,2005.0,,US,US,211.77662567,0.00997394,2
8,US6990377B2,US20040158298A1,,2001.0,US,US,788.45159848,0.00436622,3
8,US20040158298A1,US20030088274A1,2001.0,2002.0,US,US,259.16284948,0.0017689,4
8,US20030088274A1,US20030074032A1,2002.0,2002.0,US,US,692.08014772,0.00491677,5
8,US20030074032A1,US20050004620A1,2002.0,,US,US,110.18738347,0.00867139,6
8,US20050004620A1,US20030130706A1,,2002.0,US,US,1139.86924854,0.00492697,7
8,US20030130706A1,US20050021105A1,2002.0,2004.0,US,US,608.37055815,0.00233192,8
8,US20050021105A1,US20050033378A1,2004.0,,US,US,534.40600355,0.00920279,9
9,US20030074032A1,US20050021118A1,2002.0,2004.0,US,US,1235.6820911,0.00867139,0
9,US20050021118A1,US20030097161A1,2004.0,2002.0,US,US,1173.79651257,0.00930211,1
9,US20030097161A1,US20050021105A1,2002.0,2004.0,US,US,1571.84172855,0.00602497,2
9,US20050021105A1,US20030088274A1,2004.0,2002.0,US,US,1348.30993604,0.00920279,3
10,US20050070971A1,US20030074032A1,2004.0,2002.0,US,US,1143.65451856,0.00812491,0
10,US20030074032A1,US20050021118A1,2002.0,2004.0,US,US,1235.6820911,0.00867139,1
10,US20050021118A1,US20040111127A1,2004.0,,US,US,817.8511339,0.00930211,2
10,US20040111127A1,US20050021105A1,,2004.0,US,US,52.13174992,0.00019982,3
10,US20050021105A1,US20030097161A1,2004.0,2002.0,US,US,1161.2632334,0.00920279,4
10,US20030097161A1,US20050021107A1,2002.0,,US,US,503.24143778,0.00602497,5
11,US20030088274A1,US20050021105A1,2002.0,2004.0,US,US,1282.72725423,0.00491677,0
11,US20050021105A1,US20050004620A1,2004.0,,US,US,116.93984996,0.00920279,1
11,US20050004620A1,US20030130706A1,,2002.0,US,US,1139.86924854,0.00492697,2
11,US20030130706A1,US20040102828A1,2002.0,2003.0,US,US,289.14671184,0.00233192,3
11,US20040102828A1,US7024247B2,2003.0,2003.0,US,US,492.88665703,0.00656832,4
11,US7024247B2,US20040158298A1,2003.0,2001.0,US,US,991.57658827,0.00549107,5
11,US20040158298A1,US20050021107A1,2001.0,,US,US,147.74888006,0.0017689,6
11,US20050021107A1,US20050033378A1,,,US,US,0.0,0.0,7
12,US20030130706A1,US20030088274A1,2002.0,2002.0,US,US,341.65227548,0.00233192,0
12,US20030088274A1,US20050021118A1,2002.0,2004.0,US,US,700.64516748,0.00491677,1
12,US20050021118A1,US20050004620A1,2004.0,,US,US,118.2019581,0.00930211,2
12,US20050004620A1,US20050021105A1,,2004.0,US,US,0.0,0.0,3
12,US20050021105A1,US20050021107A1,2004.0,,US,US,768.67222063,0.00920279,4
12,US20050021107A1,US20040102828A1,,2003.0,US,US,539.68311624,0.00435246,5
12,US20040102828A1,US20030074032A1,2003.0,2002.0,US,US,924.55001274,0.00656832,6
12,US20030074032A1,US20050070971A1,2002.0,2004.0,US,US,526.9605173,0.00867139,7
13,US20050021105A1,US20050075680A1,2004.0,2004.0,US,US,1089.92320689,0.00920279,0
13,US20050075680A1,US20030097161A1,2004.0,2002.0,US,US,0.0,0.0,1
13,US20030097161A1,US20050021118A1,2002.0,2004.0,US,US,858.56389777,0.00602497,2
13,US20050021118A1,US20030088274A1,2004.0,2002.0,US,US,1362.86197243,0.00930211,3
14,US20030088274A1,US20060015153A1,2002.0,2005.0,US,US,283.23074837,0.00491677,0
14,US20060015153A1,US20050033378A1,2005.0,,US,US,579.18657999,0.00997394,1
14,US20050033378A1,US20050021105A1,,2004.0,US,US,1139.07538584,0.00436615,2
14,US20050021105A1,US6990377B2,2004.0,,US,US,195.40283577,0.00920279,3
14,US6990377B2,US20030187490A1,,2002.0,US,US,1007.2558678,0.00436622,4
14,US20030187490A1,US20050075679A1,2002.0,,US,US,84.76646503,0.00146084,5
15,US20030074032A1,US20050075680A1,2002.0,2004.0,US,US,1026.98768975,0.00867139,0
15,US20050075680A1,US20050021105A1,2004.0,2004.0,US,US,1427.63496656,0.00547221,1
15,US20050021105A1,US20050070971A1,2004.0,2004.0,US,US,559.253536,0.00920279,2
15,US20050070971A1,US20030097161A1,2004.0,2002.0,US,US,0.0,0.0,3
